location,location_name,yr,week,ew,mw,value,date
17,Illinois,2021,3,202103,45,2249,2021-01-23
17,Illinois,2021,4,202104,46,2003,2021-01-30
17,Illinois,2021,5,202105,47,1629,2021-02-06
17,Illinois,2021,6,202106,48,1304,2021-02-13
17,Illinois,2021,7,202107,49,1189,2021-02-20
17,Illinois,2021,8,202108,50,1036,2021-02-27
17,Illinois,2021,9,202109,51,951,2021-03-06
17,Illinois,2021,10,202110,52,926,2021-03-13
17,Illinois,2021,11,202111,53,967,2021-03-20
17,Illinois,2021,12,202112,54,1235,2021-03-27
17,Illinois,2021,13,202113,55,1414,2021-04-03
17,Illinois,2021,14,202114,56,1659,2021-04-10
17,Illinois,2021,15,202115,57,1925,2021-04-17
17,Illinois,2021,16,202116,58,1723,2021-04-24
17,Illinois,2021,17,202117,59,1606,2021-05-01
17,Illinois,2021,18,202118,60,1565,2021-05-08
17,Illinois,2021,19,202119,61,1116,2021-05-15
17,Illinois,2021,20,202120,62,1053,2021-05-22
17,Illinois,2021,21,202121,63,821,2021-05-29
17,Illinois,2021,22,202122,64,626,2021-06-05
17,Illinois,2021,23,202123,65,463,2021-06-12
17,Illinois,2021,24,202124,66,372,2021-06-19
17,Illinois,2021,25,202125,67,315,2021-06-26
17,Illinois,2021,26,202126,68,321,2021-07-03
17,Illinois,2021,27,202127,69,393,2021-07-10
17,Illinois,2021,28,202128,70,472,2021-07-17
17,Illinois,2021,29,202129,71,668,2021-07-24
17,Illinois,2021,30,202130,72,974,2021-07-31
17,Illinois,2021,31,202131,73,1332,2021-08-07
17,Illinois,2021,32,202132,74,1706,2021-08-14
17,Illinois,2021,33,202133,75,1841,2021-08-21
17,Illinois,2021,34,202134,76,1995,2021-08-28
17,Illinois,2021,35,202135,77,1968,2021-09-04
17,Illinois,2021,36,202136,78,1850,2021-09-11
17,Illinois,2021,37,202137,79,1653,2021-09-18
17,Illinois,2021,38,202138,80,1595,2021-09-25
17,Illinois,2021,39,202139,81,1370,2021-10-02
17,Illinois,2021,40,202140,82,1274,2021-10-09
17,Illinois,2021,41,202141,83,1130,2021-10-16
17,Illinois,2021,42,202142,84,980,2021-10-23
17,Illinois,2021,43,202143,85,957,2021-10-30
17,Illinois,2021,44,202144,86,985,2021-11-06
17,Illinois,2021,45,202145,87,1282,2021-11-13
17,Illinois,2021,46,202146,88,1484,2021-11-20
17,Illinois,2021,47,202147,89,1906,2021-11-27
17,Illinois,2021,48,202148,90,2480,2021-12-04
17,Illinois,2021,49,202149,91,3033,2021-12-11
17,Illinois,2021,50,202150,92,3207,2021-12-18
17,Illinois,2021,51,202151,93,3898,2021-12-25
17,Illinois,2021,52,202152,94,5569,2022-01-01
18,Indiana,2020,29,202029,18,215,2020-07-18
18,Indiana,2020,30,202030,19,132,2020-07-25
18,Indiana,2020,31,202031,20,316,2020-08-01
18,Indiana,2020,32,202032,21,461,2020-08-08
18,Indiana,2020,33,202033,22,598,2020-08-15
18,Indiana,2020,34,202034,23,455,2020-08-22
18,Indiana,2020,35,202035,24,618,2020-08-29
18,Indiana,2020,36,202036,25,446,2020-09-05
18,Indiana,2020,37,202037,26,951,2020-09-12
18,Indiana,2020,38,202038,27,514,2020-09-19
18,Indiana,2020,39,202039,28,558,2020-09-26
18,Indiana,2020,40,202040,29,651,2020-10-03
18,Indiana,2020,41,202041,30,851,2020-10-10
18,Indiana,2020,42,202042,31,1035,2020-10-17
18,Indiana,2020,43,202043,32,1273,2020-10-24
18,Indiana,2020,44,202044,33,1369,2020-10-31
18,Indiana,2020,45,202045,34,1708,2020-11-07
18,Indiana,2020,46,202046,35,2305,2020-11-14
18,Indiana,2020,47,202047,36,2479,2020-11-21
18,Indiana,2020,48,202048,37,2605,2020-11-28
18,Indiana,2020,49,202049,38,2740,2020-12-05
18,Indiana,2020,50,202050,39,2740,2020-12-12
18,Indiana,2020,51,202051,40,2625,2020-12-19
18,Indiana,2020,52,202052,41,2499,2020-12-26
18,Indiana,2020,53,202053,42,3036,2021-01-02
18,Indiana,2021,1,202101,43,2368,2021-01-09
18,Indiana,2021,2,202102,44,2100,2021-01-16
18,Indiana,2021,3,202103,45,1638,2021-01-23
18,Indiana,2021,4,202104,46,1331,2021-01-30
18,Indiana,2021,5,202105,47,1242,2021-02-06
18,Indiana,2021,6,202106,48,841,2021-02-13
18,Indiana,2021,7,202107,49,744,2021-02-20
18,Indiana,2021,8,202108,50,638,2021-02-27
18,Indiana,2021,9,202109,51,538,2021-03-06
18,Indiana,2021,10,202110,52,443,2021-03-13
18,Indiana,2021,11,202111,53,408,2021-03-20
18,Indiana,2021,12,202112,54,553,2021-03-27
18,Indiana,2021,13,202113,55,596,2021-04-03
18,Indiana,2021,14,202114,56,687,2021-04-10
18,Indiana,2021,15,202115,57,660,2021-04-17
18,Indiana,2021,16,202116,58,704,2021-04-24
18,Indiana,2021,17,202117,59,772,2021-05-01
18,Indiana,2021,18,202118,60,695,2021-05-08
18,Indiana,2021,19,202119,61,586,2021-05-15
18,Indiana,2021,20,202120,62,583,2021-05-22
18,Indiana,2021,21,202121,63,528,2021-05-29
18,Indiana,2021,22,202122,64,384,2021-06-05
18,Indiana,2021,23,202123,65,315,2021-06-12
18,Indiana,2021,24,202124,66,258,2021-06-19
18,Indiana,2021,25,202125,67,212,2021-06-26
18,Indiana,2021,26,202126,68,225,2021-07-03
18,Indiana,2021,27,202127,69,281,2021-07-10
18,Indiana,2021,28,202128,70,357,2021-07-17
18,Indiana,2021,29,202129,71,487,2021-07-24
18,Indiana,2021,30,202130,72,704,2021-07-31
18,Indiana,2021,31,202131,73,997,2021-08-07
18,Indiana,2021,32,202132,74,1375,2021-08-14
18,Indiana,2021,33,202133,75,1771,2021-08-21
18,Indiana,2021,34,202134,76,2078,2021-08-28
18,Indiana,2021,35,202135,77,2150,2021-09-04
18,Indiana,2021,36,202136,78,2180,2021-09-11
18,Indiana,2021,37,202137,79,2028,2021-09-18
18,Indiana,2021,38,202138,80,1673,2021-09-25
18,Indiana,2021,39,202139,81,1434,2021-10-02
18,Indiana,2021,40,202140,82,1268,2021-10-09
18,Indiana,2021,41,202141,83,1174,2021-10-16
18,Indiana,2021,42,202142,84,1022,2021-10-23
18,Indiana,2021,43,202143,85,953,2021-10-30
18,Indiana,2021,44,202144,86,950,2021-11-06
18,Indiana,2021,45,202145,87,1126,2021-11-13
18,Indiana,2021,46,202146,88,1444,2021-11-20
18,Indiana,2021,47,202147,89,1790,2021-11-27
18,Indiana,2021,48,202148,90,2281,2021-12-04
18,Indiana,2021,49,202149,91,2486,2021-12-11
18,Indiana,2021,50,202150,92,2522,2021-12-18
18,Indiana,2021,51,202151,93,2397,2021-12-25
18,Indiana,2021,52,202152,94,2747,2022-01-01
19,Iowa,2020,29,202029,18,117,2020-07-18
19,Iowa,2020,30,202030,19,375,2020-07-25
19,Iowa,2020,31,202031,20,226,2020-08-01
19,Iowa,2020,32,202032,21,280,2020-08-08
19,Iowa,2020,33,202033,22,317,2020-08-15
19,Iowa,2020,34,202034,23,328,2020-08-22
19,Iowa,2020,35,202035,24,314,2020-08-29
19,Iowa,2020,36,202036,25,347,2020-09-05
19,Iowa,2020,37,202037,26,301,2020-09-12
19,Iowa,2020,38,202038,27,317,2020-09-19
19,Iowa,2020,39,202039,28,404,2020-09-26
19,Iowa,2020,40,202040,29,435,2020-10-03
19,Iowa,2020,41,202041,30,489,2020-10-10
19,Iowa,2020,42,202042,31,507,2020-10-17
19,Iowa,2020,43,202043,32,605,2020-10-24
19,Iowa,2020,44,202044,33,749,2020-10-31
19,Iowa,2020,45,202045,34,1114,2020-11-07
19,Iowa,2020,46,202046,35,1556,2020-11-14
19,Iowa,2020,47,202047,36,1445,2020-11-21
19,Iowa,2020,48,202048,37,1158,2020-11-28
19,Iowa,2020,49,202049,38,957,2020-12-05
19,Iowa,2020,50,202050,39,797,2020-12-12
19,Iowa,2020,51,202051,40,640,2020-12-19
19,Iowa,2020,52,202052,41,602,2020-12-26
19,Iowa,2020,53,202053,42,562,2021-01-02
19,Iowa,2021,1,202101,43,602,2021-01-09
19,Iowa,2021,2,202102,44,514,2021-01-16
19,Iowa,2021,3,202103,45,434,2021-01-23
19,Iowa,2021,4,202104,46,375,2021-01-30
19,Iowa,2021,5,202105,47,356,2021-02-06
19,Iowa,2021,6,202106,48,280,2021-02-13
19,Iowa,2021,7,202107,49,270,2021-02-20
19,Iowa,2021,8,202108,50,258,2021-02-27
19,Iowa,2021,9,202109,51,219,2021-03-06
19,Iowa,2021,10,202110,52,221,2021-03-13
19,Iowa,2021,11,202111,53,227,2021-03-20
19,Iowa,2021,12,202112,54,250,2021-03-27
19,Iowa,2021,13,202113,55,236,2021-04-03
19,Iowa,2021,14,202114,56,286,2021-04-10
19,Iowa,2021,15,202115,57,268,2021-04-17
19,Iowa,2021,16,202116,58,233,2021-04-24
19,Iowa,2021,17,202117,59,215,2021-05-01
19,Iowa,2021,18,202118,60,215,2021-05-08
19,Iowa,2021,19,202119,61,175,2021-05-15
19,Iowa,2021,20,202120,62,154,2021-05-22
19,Iowa,2021,21,202121,63,135,2021-05-29
19,Iowa,2021,22,202122,64,93,2021-06-05
19,Iowa,2021,23,202123,65,100,2021-06-12
19,Iowa,2021,24,202124,66,90,2021-06-19
19,Iowa,2021,25,202125,67,88,2021-06-26
19,Iowa,2021,26,202126,68,85,2021-07-03
19,Iowa,2021,27,202127,69,90,2021-07-10
19,Iowa,2021,28,202128,70,106,2021-07-17
19,Iowa,2021,29,202129,71,162,2021-07-24
19,Iowa,2021,30,202130,72,211,2021-07-31
19,Iowa,2021,31,202131,73,325,2021-08-07
19,Iowa,2021,32,202132,74,408,2021-08-14
19,Iowa,2021,33,202133,75,496,2021-08-21
19,Iowa,2021,34,202134,76,585,2021-08-28
19,Iowa,2021,35,202135,77,550,2021-09-04
19,Iowa,2021,36,202136,78,534,2021-09-11
19,Iowa,2021,37,202137,79,571,2021-09-18
19,Iowa,2021,38,202138,80,701,2021-09-25
19,Iowa,2021,39,202139,81,653,2021-10-02
19,Iowa,2021,40,202140,82,590,2021-10-09
19,Iowa,2021,41,202141,83,547,2021-10-16
19,Iowa,2021,42,202142,84,472,2021-10-23
19,Iowa,2021,43,202143,85,477,2021-10-30
19,Iowa,2021,44,202144,86,484,2021-11-06
19,Iowa,2021,45,202145,87,538,2021-11-13
19,Iowa,2021,46,202146,88,611,2021-11-20
19,Iowa,2021,47,202147,89,630,2021-11-27
19,Iowa,2021,48,202148,90,741,2021-12-04
19,Iowa,2021,49,202149,91,814,2021-12-11
19,Iowa,2021,50,202150,92,778,2021-12-18
19,Iowa,2021,51,202151,93,760,2021-12-25
19,Iowa,2021,52,202152,94,847,2022-01-01
20,Kansas,2020,29,202029,18,210,2020-07-18
20,Kansas,2020,30,202030,19,206,2020-07-25
20,Kansas,2020,31,202031,20,218,2020-08-01
20,Kansas,2020,32,202032,21,181,2020-08-08
20,Kansas,2020,33,202033,22,213,2020-08-15
20,Kansas,2020,34,202034,23,221,2020-08-22
20,Kansas,2020,35,202035,24,252,2020-08-29
20,Kansas,2020,36,202036,25,286,2020-09-05
20,Kansas,2020,37,202037,26,290,2020-09-12
20,Kansas,2020,38,202038,27,270,2020-09-19
20,Kansas,2020,39,202039,28,312,2020-09-26
20,Kansas,2020,40,202040,29,320,2020-10-03
20,Kansas,2020,41,202041,30,507,2020-10-10
20,Kansas,2020,42,202042,31,528,2020-10-17
20,Kansas,2020,43,202043,32,573,2020-10-24
20,Kansas,2020,44,202044,33,643,2020-10-31
20,Kansas,2020,45,202045,34,954,2020-11-07
20,Kansas,2020,46,202046,35,1157,2020-11-14
20,Kansas,2020,47,202047,36,1238,2020-11-21
20,Kansas,2020,48,202048,37,1201,2020-11-28
20,Kansas,2020,49,202049,38,1171,2020-12-05
20,Kansas,2020,50,202050,39,1152,2020-12-12
20,Kansas,2020,51,202051,40,1125,2020-12-19
20,Kansas,2020,52,202052,41,999,2020-12-26
20,Kansas,2020,53,202053,42,943,2021-01-02
20,Kansas,2021,1,202101,43,969,2021-01-09
20,Kansas,2021,2,202102,44,967,2021-01-16
20,Kansas,2021,3,202103,45,770,2021-01-23
20,Kansas,2021,4,202104,46,566,2021-01-30
20,Kansas,2021,5,202105,47,503,2021-02-06
20,Kansas,2021,6,202106,48,379,2021-02-13
20,Kansas,2021,7,202107,49,346,2021-02-20
20,Kansas,2021,8,202108,50,299,2021-02-27
20,Kansas,2021,9,202109,51,207,2021-03-06
20,Kansas,2021,10,202110,52,174,2021-03-13
20,Kansas,2021,11,202111,53,171,2021-03-20
20,Kansas,2021,12,202112,54,164,2021-03-27
20,Kansas,2021,13,202113,55,154,2021-04-03
20,Kansas,2021,14,202114,56,146,2021-04-10
20,Kansas,2021,15,202115,57,170,2021-04-17
20,Kansas,2021,16,202116,58,171,2021-04-24
20,Kansas,2021,17,202117,59,204,2021-05-01
20,Kansas,2021,18,202118,60,191,2021-05-08
20,Kansas,2021,19,202119,61,136,2021-05-15
20,Kansas,2021,20,202120,62,159,2021-05-22
20,Kansas,2021,21,202121,63,140,2021-05-29
20,Kansas,2021,22,202122,64,103,2021-06-05
20,Kansas,2021,23,202123,65,112,2021-06-12
20,Kansas,2021,24,202124,66,135,2021-06-19
20,Kansas,2021,25,202125,67,123,2021-06-26
20,Kansas,2021,26,202126,68,116,2021-07-03
20,Kansas,2021,27,202127,69,173,2021-07-10
20,Kansas,2021,28,202128,70,314,2021-07-17
20,Kansas,2021,29,202129,71,371,2021-07-24
20,Kansas,2021,30,202130,72,475,2021-07-31
20,Kansas,2021,31,202131,73,591,2021-08-07
20,Kansas,2021,32,202132,74,669,2021-08-14
20,Kansas,2021,33,202133,75,722,2021-08-21
20,Kansas,2021,34,202134,76,699,2021-08-28
20,Kansas,2021,35,202135,77,708,2021-09-04
20,Kansas,2021,36,202136,78,729,2021-09-11
20,Kansas,2021,37,202137,79,631,2021-09-18
20,Kansas,2021,38,202138,80,592,2021-09-25
20,Kansas,2021,39,202139,81,522,2021-10-02
20,Kansas,2021,40,202140,82,458,2021-10-09
20,Kansas,2021,41,202141,83,474,2021-10-16
20,Kansas,2021,42,202142,84,397,2021-10-23
20,Kansas,2021,43,202143,85,380,2021-10-30
20,Kansas,2021,44,202144,86,402,2021-11-06
20,Kansas,2021,45,202145,87,475,2021-11-13
20,Kansas,2021,46,202146,88,540,2021-11-20
20,Kansas,2021,47,202147,89,572,2021-11-27
20,Kansas,2021,48,202148,90,695,2021-12-04
20,Kansas,2021,49,202149,91,734,2021-12-11
20,Kansas,2021,50,202150,92,740,2021-12-18
20,Kansas,2021,51,202151,93,733,2021-12-25
20,Kansas,2021,52,202152,94,880,2022-01-01
21,Kentucky,2020,29,202029,18,195,2020-07-18
21,Kentucky,2020,30,202030,19,386,2020-07-25
21,Kentucky,2020,31,202031,20,1341,2020-08-01
21,Kentucky,2020,32,202032,21,1254,2020-08-08
21,Kentucky,2020,33,202033,22,1641,2020-08-15
21,Kentucky,2020,34,202034,23,1308,2020-08-22
21,Kentucky,2020,35,202035,24,1828,2020-08-29
21,Kentucky,2020,36,202036,25,1696,2020-09-05
21,Kentucky,2020,37,202037,26,2224,2020-09-12
21,Kentucky,2020,38,202038,27,1216,2020-09-19
21,Kentucky,2020,39,202039,28,1157,2020-09-26
21,Kentucky,2020,40,202040,29,988,2020-10-03
21,Kentucky,2020,41,202041,30,1995,2020-10-10
21,Kentucky,2020,42,202042,31,1119,2020-10-17
21,Kentucky,2020,43,202043,32,1422,2020-10-24
21,Kentucky,2020,44,202044,33,1720,2020-10-31
21,Kentucky,2020,45,202045,34,2053,2020-11-07
21,Kentucky,2020,46,202046,35,2348,2020-11-14
21,Kentucky,2020,47,202047,36,2516,2020-11-21
21,Kentucky,2020,48,202048,37,2757,2020-11-28
21,Kentucky,2020,49,202049,38,2943,2020-12-05
21,Kentucky,2020,50,202050,39,2956,2020-12-12
21,Kentucky,2020,51,202051,40,2953,2020-12-19
21,Kentucky,2020,52,202052,41,2884,2020-12-26
21,Kentucky,2020,53,202053,42,3080,2021-01-02
21,Kentucky,2021,1,202101,43,3028,2021-01-09
21,Kentucky,2021,2,202102,44,3208,2021-01-16
21,Kentucky,2021,3,202103,45,2734,2021-01-23
21,Kentucky,2021,4,202104,46,2517,2021-01-30
21,Kentucky,2021,5,202105,47,2215,2021-02-06
21,Kentucky,2021,6,202106,48,1818,2021-02-13
21,Kentucky,2021,7,202107,49,1620,2021-02-20
21,Kentucky,2021,8,202108,50,1380,2021-02-27
21,Kentucky,2021,9,202109,51,1231,2021-03-06
21,Kentucky,2021,10,202110,52,1020,2021-03-13
21,Kentucky,2021,11,202111,53,860,2021-03-20
21,Kentucky,2021,12,202112,54,736,2021-03-27
21,Kentucky,2021,13,202113,55,814,2021-04-03
21,Kentucky,2021,14,202114,56,853,2021-04-10
21,Kentucky,2021,15,202115,57,885,2021-04-17
21,Kentucky,2021,16,202116,58,819,2021-04-24
21,Kentucky,2021,17,202117,59,840,2021-05-01
21,Kentucky,2021,18,202118,60,837,2021-05-08
21,Kentucky,2021,19,202119,61,827,2021-05-15
21,Kentucky,2021,20,202120,62,723,2021-05-22
21,Kentucky,2021,21,202121,63,709,2021-05-29
21,Kentucky,2021,22,202122,64,683,2021-06-05
21,Kentucky,2021,23,202123,65,719,2021-06-12
21,Kentucky,2021,24,202124,66,688,2021-06-19
21,Kentucky,2021,25,202125,67,556,2021-06-26
21,Kentucky,2021,26,202126,68,525,2021-07-03
21,Kentucky,2021,27,202127,69,530,2021-07-10
21,Kentucky,2021,28,202128,70,672,2021-07-17
21,Kentucky,2021,29,202129,71,729,2021-07-24
21,Kentucky,2021,30,202130,72,1203,2021-07-31
21,Kentucky,2021,31,202131,73,1788,2021-08-07
21,Kentucky,2021,32,202132,74,2411,2021-08-14
21,Kentucky,2021,33,202133,75,3085,2021-08-21
21,Kentucky,2021,34,202134,76,3493,2021-08-28
21,Kentucky,2021,35,202135,77,3976,2021-09-04
21,Kentucky,2021,36,202136,78,4232,2021-09-11
21,Kentucky,2021,37,202137,79,3216,2021-09-18
21,Kentucky,2021,38,202138,80,1833,2021-09-25
21,Kentucky,2021,39,202139,81,1618,2021-10-02
21,Kentucky,2021,40,202140,82,1248,2021-10-09
21,Kentucky,2021,41,202141,83,1043,2021-10-16
21,Kentucky,2021,42,202142,84,922,2021-10-23
21,Kentucky,2021,43,202143,85,851,2021-10-30
21,Kentucky,2021,44,202144,86,712,2021-11-06
21,Kentucky,2021,45,202145,87,709,2021-11-13
21,Kentucky,2021,46,202146,88,862,2021-11-20
21,Kentucky,2021,47,202147,89,913,2021-11-27
21,Kentucky,2021,48,202148,90,1099,2021-12-04
21,Kentucky,2021,49,202149,91,1321,2021-12-11
21,Kentucky,2021,50,202150,92,1302,2021-12-18
21,Kentucky,2021,51,202151,93,1327,2021-12-25
21,Kentucky,2021,52,202152,94,1674,2022-01-01
22,Louisiana,2020,29,202029,18,819,2020-07-18
22,Louisiana,2020,30,202030,19,1441,2020-07-25
22,Louisiana,2020,31,202031,20,1645,2020-08-01
22,Louisiana,2020,32,202032,21,1182,2020-08-08
22,Louisiana,2020,33,202033,22,1008,2020-08-15
22,Louisiana,2020,34,202034,23,884,2020-08-22
22,Louisiana,2020,35,202035,24,721,2020-08-29
22,Louisiana,2020,36,202036,25,590,2020-09-05
22,Louisiana,2020,37,202037,26,671,2020-09-12
22,Louisiana,2020,38,202038,27,580,2020-09-19
22,Louisiana,2020,39,202039,28,528,2020-09-26
22,Louisiana,2020,40,202040,29,470,2020-10-03
22,Louisiana,2020,41,202041,30,636,2020-10-10
22,Louisiana,2020,42,202042,31,761,2020-10-17
22,Louisiana,2020,43,202043,32,736,2020-10-24
22,Louisiana,2020,44,202044,33,552,2020-10-31
22,Louisiana,2020,45,202045,34,669,2020-11-07
22,Louisiana,2020,46,202046,35,784,2020-11-14
22,Louisiana,2020,47,202047,36,1059,2020-11-21
22,Louisiana,2020,48,202048,37,1204,2020-11-28
22,Louisiana,2020,49,202049,38,1389,2020-12-05
22,Louisiana,2020,50,202050,39,1437,2020-12-12
22,Louisiana,2020,51,202051,40,1405,2020-12-19
22,Louisiana,2020,52,202052,41,1429,2020-12-26
22,Louisiana,2020,53,202053,42,1758,2021-01-02
22,Louisiana,2021,1,202101,43,1996,2021-01-09
22,Louisiana,2021,2,202102,44,1682,2021-01-16
22,Louisiana,2021,3,202103,45,1426,2021-01-23
22,Louisiana,2021,4,202104,46,1191,2021-01-30
22,Louisiana,2021,5,202105,47,1010,2021-02-06
22,Louisiana,2021,6,202106,48,785,2021-02-13
22,Louisiana,2021,7,202107,49,590,2021-02-20
22,Louisiana,2021,8,202108,50,569,2021-02-27
22,Louisiana,2021,9,202109,51,479,2021-03-06
22,Louisiana,2021,10,202110,52,407,2021-03-13
22,Louisiana,2021,11,202111,53,330,2021-03-20
22,Louisiana,2021,12,202112,54,349,2021-03-27
22,Louisiana,2021,13,202113,55,334,2021-04-03
22,Louisiana,2021,14,202114,56,327,2021-04-10
22,Louisiana,2021,15,202115,57,378,2021-04-17
22,Louisiana,2021,16,202116,58,312,2021-04-24
22,Louisiana,2021,17,202117,59,350,2021-05-01
22,Louisiana,2021,18,202118,60,382,2021-05-08
22,Louisiana,2021,19,202119,61,368,2021-05-15
22,Louisiana,2021,20,202120,62,336,2021-05-22
22,Louisiana,2021,21,202121,63,378,2021-05-29
22,Louisiana,2021,22,202122,64,332,2021-06-05
22,Louisiana,2021,23,202123,65,326,2021-06-12
22,Louisiana,2021,24,202124,66,273,2021-06-19
22,Louisiana,2021,25,202125,67,376,2021-06-26
22,Louisiana,2021,26,202126,68,363,2021-07-03
22,Louisiana,2021,27,202127,69,607,2021-07-10
22,Louisiana,2021,28,202128,70,818,2021-07-17
22,Louisiana,2021,29,202129,71,1381,2021-07-24
22,Louisiana,2021,30,202130,72,2124,2021-07-31
22,Louisiana,2021,31,202131,73,3009,2021-08-07
22,Louisiana,2021,32,202132,74,2904,2021-08-14
22,Louisiana,2021,33,202133,75,2600,2021-08-21
22,Louisiana,2021,34,202134,76,1993,2021-08-28
22,Louisiana,2021,35,202135,77,1470,2021-09-04
22,Louisiana,2021,36,202136,78,1250,2021-09-11
22,Louisiana,2021,37,202137,79,1035,2021-09-18
22,Louisiana,2021,38,202138,80,716,2021-09-25
22,Louisiana,2021,39,202139,81,524,2021-10-02
22,Louisiana,2021,40,202140,82,429,2021-10-09
22,Louisiana,2021,41,202141,83,379,2021-10-16
22,Louisiana,2021,42,202142,84,304,2021-10-23
22,Louisiana,2021,43,202143,85,222,2021-10-30
22,Louisiana,2021,44,202144,86,206,2021-11-06
22,Louisiana,2021,45,202145,87,196,2021-11-13
22,Louisiana,2021,46,202146,88,213,2021-11-20
22,Louisiana,2021,47,202147,89,225,2021-11-27
22,Louisiana,2021,48,202148,90,237,2021-12-04
22,Louisiana,2021,49,202149,91,214,2021-12-11
22,Louisiana,2021,50,202150,92,284,2021-12-18
22,Louisiana,2021,51,202151,93,600,2021-12-25
22,Louisiana,2021,52,202152,94,1330,2022-01-01
23,Maine,2020,27,202027,16,0,2020-07-04
23,Maine,2020,28,202028,17,0,2020-07-11
23,Maine,2020,29,202029,18,2,2020-07-18
23,Maine,2020,30,202030,19,17,2020-07-25
23,Maine,2020,31,202031,20,35,2020-08-01
23,Maine,2020,32,202032,21,27,2020-08-08
23,Maine,2020,33,202033,22,9,2020-08-15
23,Maine,2020,34,202034,23,13,2020-08-22
23,Maine,2020,35,202035,24,13,2020-08-29
23,Maine,2020,36,202036,25,10,2020-09-05
23,Maine,2020,37,202037,26,5,2020-09-12
23,Maine,2020,38,202038,27,10,2020-09-19
23,Maine,2020,39,202039,28,4,2020-09-26
23,Maine,2020,40,202040,29,7,2020-10-03
23,Maine,2020,41,202041,30,7,2020-10-10
23,Maine,2020,42,202042,31,7,2020-10-17
23,Maine,2020,43,202043,32,10,2020-10-24
23,Maine,2020,44,202044,33,38,2020-10-31
23,Maine,2020,45,202045,34,43,2020-11-07
23,Maine,2020,46,202046,35,60,2020-11-14
23,Maine,2020,47,202047,36,100,2020-11-21
23,Maine,2020,48,202048,37,101,2020-11-28
23,Maine,2020,49,202049,38,121,2020-12-05
23,Maine,2020,50,202050,39,144,2020-12-12
23,Maine,2020,51,202051,40,118,2020-12-19
23,Maine,2020,52,202052,41,107,2020-12-26
23,Maine,2020,53,202053,42,90,2021-01-02
23,Maine,2021,1,202101,43,125,2021-01-09
23,Maine,2021,2,202102,44,138,2021-01-16
23,Maine,2021,3,202103,45,96,2021-01-23
23,Maine,2021,4,202104,46,97,2021-01-30
23,Maine,2021,5,202105,47,83,2021-02-06
23,Maine,2021,6,202106,48,73,2021-02-13
23,Maine,2021,7,202107,49,44,2021-02-20
23,Maine,2021,8,202108,50,47,2021-02-27
23,Maine,2021,9,202109,51,50,2021-03-06
23,Maine,2021,10,202110,52,54,2021-03-13
23,Maine,2021,11,202111,53,49,2021-03-20
23,Maine,2021,12,202112,54,52,2021-03-27
23,Maine,2021,13,202113,55,60,2021-04-03
23,Maine,2021,14,202114,56,73,2021-04-10
23,Maine,2021,15,202115,57,84,2021-04-17
23,Maine,2021,16,202116,58,94,2021-04-24
23,Maine,2021,17,202117,59,103,2021-05-01
23,Maine,2021,18,202118,60,107,2021-05-08
23,Maine,2021,19,202119,61,104,2021-05-15
23,Maine,2021,20,202120,62,108,2021-05-22
23,Maine,2021,21,202121,63,80,2021-05-29
23,Maine,2021,22,202122,64,53,2021-06-05
23,Maine,2021,23,202123,65,40,2021-06-12
23,Maine,2021,24,202124,66,38,2021-06-19
23,Maine,2021,25,202125,67,31,2021-06-26
23,Maine,2021,26,202126,68,33,2021-07-03
23,Maine,2021,27,202127,69,30,2021-07-10
23,Maine,2021,28,202128,70,32,2021-07-17
23,Maine,2021,29,202129,71,53,2021-07-24
23,Maine,2021,30,202130,72,55,2021-07-31
23,Maine,2021,31,202131,73,57,2021-08-07
23,Maine,2021,32,202132,74,87,2021-08-14
23,Maine,2021,33,202133,75,104,2021-08-21
23,Maine,2021,34,202134,76,130,2021-08-28
23,Maine,2021,35,202135,77,141,2021-09-04
23,Maine,2021,36,202136,78,132,2021-09-11
23,Maine,2021,37,202137,79,172,2021-09-18
23,Maine,2021,38,202138,80,174,2021-09-25
23,Maine,2021,39,202139,81,163,2021-10-02
23,Maine,2021,40,202140,82,113,2021-10-09
23,Maine,2021,41,202141,83,153,2021-10-16
23,Maine,2021,42,202142,84,176,2021-10-23
23,Maine,2021,43,202143,85,149,2021-10-30
23,Maine,2021,44,202144,86,173,2021-11-06
23,Maine,2021,45,202145,87,200,2021-11-13
23,Maine,2021,46,202146,88,226,2021-11-20
23,Maine,2021,47,202147,89,265,2021-11-27
23,Maine,2021,48,202148,90,251,2021-12-04
23,Maine,2021,49,202149,91,326,2021-12-11
23,Maine,2021,50,202150,92,298,2021-12-18
23,Maine,2021,51,202151,93,220,2021-12-25
23,Maine,2021,52,202152,94,210,2022-01-01
24,Maryland,2020,29,202029,18,228,2020-07-18
24,Maryland,2020,30,202030,19,392,2020-07-25
24,Maryland,2020,31,202031,20,495,2020-08-01
24,Maryland,2020,32,202032,21,407,2020-08-08
24,Maryland,2020,33,202033,22,396,2020-08-15
24,Maryland,2020,34,202034,23,390,2020-08-22
24,Maryland,2020,35,202035,24,347,2020-08-29
24,Maryland,2020,36,202036,25,307,2020-09-05
24,Maryland,2020,37,202037,26,316,2020-09-12
24,Maryland,2020,38,202038,27,306,2020-09-19
24,Maryland,2020,39,202039,28,323,2020-09-26
24,Maryland,2020,40,202040,29,344,2020-10-03
24,Maryland,2020,41,202041,30,404,2020-10-10
24,Maryland,2020,42,202042,31,387,2020-10-17
