"","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","forecast_count","value","model","forecast_date","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"1522","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.1,15,33.2118310408853,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1523","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.15,15,41.7209175683713,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1524","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.2,15,45.5535396529632,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1525","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.25,15,46.4279315289156,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1526","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.3,15,47.2180768486353,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1527","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.35,15,49.4375134661825,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1528","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.4,15,50.3264894409369,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1529","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.45,15,53.8833449858589,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1530","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.5,15,60.9882459191543,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1531","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.55,15,73,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1532","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.6,15,74,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1533","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.65,15,75,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1534","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.7,15,77,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1535","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.75,15,78,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1536","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.8,15,80,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1537","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.85,15,92.540430221202,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1538","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.9,15,99.98,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1539","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.95,15,106.66,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1540","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.975,15,113.97,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1541","20","3","wk","inc flu hosp",2022-01-29,"quantile",0.99,15,132.406017640807,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1542","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.01,15,18.99,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1543","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.025,15,24.0955471559932,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1544","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.05,15,28.9099458326004,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1545","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.1,15,31.5630992800942,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1546","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.15,15,37.7248326260169,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1547","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.2,15,43.6304151637704,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1548","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.25,15,50.358106767594,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1549","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.3,15,56.0800020004957,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1550","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.35,15,60.905619093855,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1551","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.4,15,66.8021391854024,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1552","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.45,15,73.0944910050696,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1553","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.5,15,78.2085448225642,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1554","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.55,15,81,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1555","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.6,15,84.161928666298,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1556","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.65,15,91.9149484659103,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1557","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.7,15,97.2577346706833,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1558","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.75,15,109.85,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1559","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.8,15,113.82,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1560","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.85,15,119.02,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1561","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.9,15,126.42,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1562","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.95,15,136.38,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1563","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.975,15,141.79,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1564","20","4","wk","inc flu hosp",2022-02-05,"quantile",0.99,15,153.62,"Flusight-ensemble",2022-01-10,"Kansas",2913314,"state","ks","KS","Kansas"
"1565","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.01,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1566","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.025,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1567","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.05,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1568","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.1,15,1.1671,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1569","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.15,15,2.0268,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1570","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.2,15,4,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1571","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.25,15,4.99,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1572","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.3,15,5.2,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1573","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.35,15,5.4,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1574","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.4,15,6.33218800812877,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1575","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.45,15,7.42946261726444,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1576","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.5,15,8,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1577","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.55,15,9,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1578","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.6,15,9.69285886632697,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1579","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.65,15,10,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1580","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.7,15,11,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1581","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.75,15,12.4158272071119,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1582","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.8,15,13.5073755919841,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1583","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.85,15,14.799997516042,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1584","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.9,15,16.3613963245003,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1585","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.95,15,18.687237794058,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1586","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.975,15,19.416172,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1587","21","1","wk","inc flu hosp",2022-01-15,"quantile",0.99,15,21,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1588","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.01,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1589","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.025,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1590","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.05,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1591","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.1,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1592","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.15,15,1,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1593","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.2,15,3.48,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1594","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.25,15,4.24,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1595","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.3,15,4.4,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1596","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.35,15,5,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1597","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.4,15,6.07567366936836,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1598","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.45,15,7.58341374552601,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1599","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.5,15,9.03216579395114,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1600","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.55,15,10.5739385805878,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1601","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.6,15,11,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1602","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.65,15,12,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1603","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.7,15,13,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1604","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.75,15,13.8215866088867,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1605","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.8,15,14.5218149185181,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1606","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.85,15,15.102930021286,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1607","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.9,15,17,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1608","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.95,15,19,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1609","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.975,15,21,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1610","21","2","wk","inc flu hosp",2022-01-22,"quantile",0.99,15,23.033508,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1611","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.01,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1612","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.025,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1613","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.05,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1614","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.1,15,2,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1615","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.15,15,3.26,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1616","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.2,15,3.7,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1617","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.25,15,3.87,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1618","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.3,15,5,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1619","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.35,15,6,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1620","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.4,15,7,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1621","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.45,15,8.13224623438788,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1622","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.5,15,9.50538141153467,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1623","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.55,15,11.1701777458191,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1624","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.6,15,12.19,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1625","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.65,15,13.55,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1626","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.7,15,14,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1627","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.75,15,15,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1628","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.8,15,17,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1629","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.85,15,18,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1630","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.9,15,21,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1631","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.95,15,23.2972,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1632","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.975,15,25.2261,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1633","21","3","wk","inc flu hosp",2022-01-29,"quantile",0.99,15,27.4737,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1634","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.01,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1635","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.025,15,0,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1636","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.05,15,1,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1637","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.1,15,2.6,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1638","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.15,15,3.1,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1639","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.2,15,3.57,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1640","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.25,15,4,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1641","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.3,15,5.2,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1642","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.35,15,7,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1643","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.4,15,8,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1644","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.45,15,9,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1645","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.5,15,10,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1646","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.55,15,11.08,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1647","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.6,15,13,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1648","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.65,15,14,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1649","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.7,15,16,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1650","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.75,15,17,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1651","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.8,15,18.57,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1652","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.85,15,21.08,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1653","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.9,15,23.820938,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1654","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.95,15,25.8993,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1655","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.975,15,27.4787,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1656","21","4","wk","inc flu hosp",2022-02-05,"quantile",0.99,15,30.005,"Flusight-ensemble",2022-01-10,"Kentucky",4467673,"state","ky","KY","Kentucky"
"1657","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.01,15,12.219589,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1658","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.025,15,18,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1659","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.05,15,21,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1660","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.1,15,23,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1661","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.15,15,26,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1662","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.2,15,27.7,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1663","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.25,15,28.1,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1664","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.3,15,29,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1665","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.35,15,30,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1666","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.4,15,31,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1667","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.45,15,32,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1668","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.5,15,34,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1669","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.55,15,35.1302,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1670","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.6,15,36,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1671","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.65,15,37,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1672","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.7,15,38,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1673","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.75,15,40,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1674","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.8,15,41,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1675","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.85,15,43,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1676","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.9,15,46,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1677","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.95,15,50,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1678","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.975,15,53,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1679","22","1","wk","inc flu hosp",2022-01-15,"quantile",0.99,15,62.784711645575,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1680","22","2","wk","inc flu hosp",2022-01-22,"quantile",0.01,15,7,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1681","22","2","wk","inc flu hosp",2022-01-22,"quantile",0.025,15,14,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1682","22","2","wk","inc flu hosp",2022-01-22,"quantile",0.05,15,18.5834999682527,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
"1683","22","2","wk","inc flu hosp",2022-01-22,"quantile",0.1,15,21.3,"Flusight-ensemble",2022-01-10,"Louisiana",4648794,"state","la","LA","Louisiana"
