forecast_date,target,target_end_date,type,quantile,value,location,count_rate1per100k,count_rate2per100k
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,708.9808076168413,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,796.3277874591199,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,999.8994094166806,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,1187.388819935234,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,1770.1346525177094,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,2218.9435259441843,09,36,72
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,3529.9948149830407,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,21.704043750037997,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,35.3804413439608,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,68.0261875816198,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,129.17400665764907,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,188.12290545810754,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,237.00778735448955,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,267.33737055180677,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,286.7561497898377,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,319.32515690676394,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,343.9570060968216,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,379.2572081205658,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,415.8815200677814,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,457.88365617031945,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,510.3285304416555,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,565.6326836548359,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,647.6697979645851,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,738.056060472196,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,875.8113571056806,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,1054.0722717691376,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,1389.647554832346,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,2033.0962191468254,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,2998.7326484743367,09,36,72
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,4586.765486159016,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,12.983577893049286,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,21.616147255513752,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,36.206163984832926,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,76.09773122325132,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,114.49398710911241,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,154.5686792231976,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,182.47126014970627,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,200.61062127892475,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,231.4937260726459,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,257.5281426199068,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,288.09543039338246,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,324.76674620571316,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,376.56488610528055,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,439.1620670498036,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,487.1480578051172,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,556.5968462133328,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,656.9701686242569,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,764.4773974993038,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,889.986103486605,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,1251.8013605886777,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,2079.6180889755324,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,3200.1453965791943,09,36,72
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,5938.463346518338,09,36,72
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,42.34151346876368,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,61.17247065016965,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,100.89387955236441,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,135.5426965572891,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,155.98241948698578,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,175.30447045131447,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,193.7616748531549,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,214.1048624455885,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,221.3870140322626,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,223.67309435545803,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,235.70522303798361,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,235.79455039000143,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,236.50018465094328,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,237.0652133095064,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,241.32839976415437,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,258.340501225467,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,280.3753906687392,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,305.96285061277257,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,358.3254263511002,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,426.48237731831557,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,636.2200693420199,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,896.6717974057146,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,1079.2437041854864,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,30.011685145681003,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,43.51250835740912,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,71.19495454955387,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,108.62401506936553,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,126.42684073119445,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,146.07248431276201,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,158.93801138251195,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,175.28502538227298,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,193.58678758512184,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,205.05979342818415,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.45,213.7734704036867,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.5,221.79625956133322,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.55,232.50595395074757,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.6,246.02476058237,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.65,265.0210334934619,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.7,286.9103183663566,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,311.39512345814273,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,360.8684322015167,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,418.54817069670315,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,540.9179501661995,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,767.1605782825075,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,1024.1084470556957,13,108,216
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,1394.5549626406307,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,32.8007946249901,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,49.92759998950336,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,67.39908705726225,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,96.71605336149733,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,123.5301124466535,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,145.3854739545089,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,160.5357715803383,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,176.90167750324713,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,192.84347382617176,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,210.967506083662,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,228.4507808332072,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,243.2571595164684,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,259.5198388949432,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,280.5591756181864,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,307.71997979953466,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,335.7077657044885,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,376.5555435738667,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,429.5070087751028,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,524.5744207864312,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,664.835938078248,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,996.9277344807565,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,1322.7233704571236,13,108,216
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,1892.0664362232496,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,22.66710141670891,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,37.501426667724914,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,47.93497430348516,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,69.53383674454773,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,89.51159655685662,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,105.36122133464798,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,120.20338093911643,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,133.4084060859691,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,147.60021862911321,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,163.91540333366675,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,176.67202967654296,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,188.9395528268255,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,205.76206945617002,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,222.07358257869112,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,245.12367847198226,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,265.8711429036429,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,300.5305905033135,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,347.41584958674997,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,415.6021009390031,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,542.2131971904206,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,787.1180311699188,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,1167.697047679637,13,108,216
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,2021.1754927246436,13,108,216
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,42.77825273516937,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,74.57754331701965,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,93.67935968503079,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,151.16022621535848,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,194.7752721450094,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,222.2495374406319,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,255.2805337835561,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,278.078960503937,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,281.75199808769037,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,283.8534048945922,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,291.1027709455651,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,294.8453668301283,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,313.6157907938986,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,350.48820156900075,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,376.72108782525913,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,407.9540226587272,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,449.40754205168236,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,515.6632165396708,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,576.2034096207757,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,638.4929824372999,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,981.7707299746098,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,1689.060671052317,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,2053.9311252141206,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,24.550714839646183,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,43.68228105713532,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,69.08975739211986,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,98.26859185806698,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,126.23970131233926,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,155.36110066620628,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,172.30988982269204,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,196.97399137503209,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,218.16092676842567,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,233.84568830729154,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.45,256.9811340298127,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.5,282.1029513312718,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.55,306.07387490927897,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.6,341.1453807077943,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.65,365.70522681609907,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.7,409.1855238943095,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,457.39162302418396,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,519.4077446471412,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,596.8755463409261,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,784.0629234724929,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,1312.2984694478669,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,1983.17680008117,24,62,123
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,2976.519297207531,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,15.813024864458885,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,27.887998284497026,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,39.561358744397594,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,71.46883096094024,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,94.83801258315656,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,116.06539755821201,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,132.36519401157025,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,152.24352604714792,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,173.14367871930523,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,191.56569642649106,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,214.70094469816829,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,234.39973150951423,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,267.6646491679961,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,300.5474220546245,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,334.7460115447458,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,377.6556819848146,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,439.26475079169927,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,510.6196676349771,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,625.7060018613149,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,952.7128813734639,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,1571.9520873137699,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,2433.055568533548,24,62,123
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,4322.099932139862,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,12.616933032828502,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,19.168785497319657,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,33.248753290017284,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,50.191380366594785,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,74.77028619713633,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,90.44474523988578,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,104.81817695717581,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,122.72884514605771,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,137.76085392698334,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,158.63725106563214,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,176.78623496588398,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,195.25362984392348,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,231.3881701724721,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,266.97179956566316,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,315.2054259658306,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,361.2556789509799,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,426.34627360411037,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,496.58963141208926,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,652.3320826760266,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,937.5898098383439,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,1528.131799400949,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,2355.5570420048102,24,62,123
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,3762.345195068151,24,62,123
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,26.959572624532726,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,49.84896088120027,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,118.43331349027041,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,186.8384073097267,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,230.35913225448644,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,262.7098304494878,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,272.7849545723904,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,291.3538503608255,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,302.3703202695482,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,310.6087353420692,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,316.0513537839497,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,349.6010507464008,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,383.22837183239756,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,424.2855630186456,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,454.09493739443235,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,477.54089729868264,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,527.7760755301267,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,604.2661414242951,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,691.8660795788608,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,839.8073972022238,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,1259.27575433637,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,2165.9538777687626,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,3279.4707617399176,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,11.521649195576014,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,36.449343293918716,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,52.516353229580574,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,114.63103163303782,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,152.8051146278904,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,188.59613241685653,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,212.26260393682412,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,229.80760079785767,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,262.0855822942719,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,284.78921303022236,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.45,310.86457344981824,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.5,341.37931195684365,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.55,370.2308742136542,26,101,201
