date,location,location_name,value
2020-10-17,17,Illinois,0
2020-10-17,18,Indiana,0
2020-10-17,20,Kansas,0
2020-10-17,21,Kentucky,0
2020-10-17,22,Louisiana,0
2020-10-17,25,Massachusetts,0
2020-10-17,24,Maryland,0
2020-10-17,23,Maine,0
2020-10-17,26,Michigan,0
2020-10-17,27,Minnesota,0
2020-10-17,29,Missouri,0
2020-10-17,28,Mississippi,0
2020-10-17,30,Montana,0
2020-10-17,37,North Carolina,0
2020-10-17,38,North Dakota,0
2020-10-17,31,Nebraska,0
2020-10-17,33,New Hampshire,0
2020-10-17,34,New Jersey,0
2020-10-17,35,New Mexico,0
2020-10-17,32,Nevada,0
2020-10-17,36,New York,0
2020-10-17,39,Ohio,0
2020-10-17,40,Oklahoma,0
2020-10-17,41,Oregon,0
2020-10-17,42,Pennsylvania,0
2020-10-17,72,Puerto Rico,0
2020-10-17,44,Rhode Island,0
2020-10-17,45,South Carolina,0
2020-10-17,46,South Dakota,0
2020-10-17,47,Tennessee,0
2020-10-17,48,Texas,12
2020-10-17,US,US,12
2020-10-17,49,Utah,0
2020-10-17,51,Virginia,0
2020-10-17,78,Virgin Islands,0
2020-10-17,50,Vermont,0
2020-10-17,53,Washington,0
2020-10-17,55,Wisconsin,0
2020-10-17,54,West Virginia,0
2020-10-17,56,Wyoming,0
2020-10-24,02,Alaska,0
2020-10-24,01,Alabama,3
2020-10-24,05,Arkansas,4
2020-10-24,04,Arizona,1
2020-10-24,06,California,11
2020-10-24,08,Colorado,0
2020-10-24,09,Connecticut,0
2020-10-24,11,District of Columbia,0
2020-10-24,10,Delaware,0
2020-10-24,12,Florida,24
2020-10-24,13,Georgia,5
2020-10-24,15,Hawaii,0
2020-10-24,19,Iowa,1
2020-10-24,16,Idaho,1
2020-10-24,17,Illinois,3
2020-10-24,18,Indiana,0
2020-10-24,20,Kansas,6
2020-10-24,21,Kentucky,11
2020-10-24,22,Louisiana,0
2020-10-24,25,Massachusetts,0
2020-10-24,24,Maryland,0
2020-10-24,23,Maine,0
2020-10-24,26,Michigan,11
2020-10-24,27,Minnesota,0
2020-10-24,29,Missouri,9
2020-10-24,28,Mississippi,6
2020-10-24,30,Montana,0
2020-10-24,37,North Carolina,7
2020-10-24,38,North Dakota,0
2020-10-24,31,Nebraska,0
2020-10-24,33,New Hampshire,0
2020-10-24,34,New Jersey,2
2020-10-24,35,New Mexico,3
2020-10-24,32,Nevada,5
2020-10-24,36,New York,7
2020-10-24,39,Ohio,2
2020-10-24,40,Oklahoma,14
2020-10-24,41,Oregon,0
2020-10-24,42,Pennsylvania,5
2020-10-24,72,Puerto Rico,0
2020-10-24,44,Rhode Island,2
2020-10-24,45,South Carolina,1
2020-10-24,46,South Dakota,2
2020-10-24,47,Tennessee,22
2020-10-24,48,Texas,50
2020-10-24,US,US,218
2020-10-24,49,Utah,0
2020-10-24,51,Virginia,0
2020-10-24,78,Virgin Islands,0
2020-10-24,50,Vermont,0
2020-10-24,53,Washington,0
2020-10-24,55,Wisconsin,0
2020-10-24,54,West Virginia,0
2020-10-24,56,Wyoming,0
2020-10-31,02,Alaska,0
2020-10-31,01,Alabama,17
2020-10-31,05,Arkansas,10
2020-10-31,04,Arizona,2
2020-10-31,06,California,29
2020-10-31,08,Colorado,0
2020-10-31,09,Connecticut,0
2020-10-31,11,District of Columbia,1
2020-10-31,10,Delaware,0
2020-10-31,12,Florida,25
2020-10-31,13,Georgia,16
2020-10-31,15,Hawaii,0
2020-10-31,19,Iowa,2
2020-10-31,16,Idaho,0
2020-10-31,17,Illinois,3
2020-10-31,18,Indiana,0
2020-10-31,20,Kansas,8
2020-10-31,21,Kentucky,7
2020-10-31,22,Louisiana,0
2020-10-31,25,Massachusetts,5
2020-10-31,24,Maryland,1
2020-10-31,23,Maine,0
2020-10-31,26,Michigan,9
2020-10-31,27,Minnesota,0
2020-10-31,29,Missouri,1
2020-10-31,28,Mississippi,7
2020-10-31,30,Montana,1
2020-10-31,37,North Carolina,9
2020-10-31,38,North Dakota,0
2020-10-31,31,Nebraska,0
2020-10-31,33,New Hampshire,0
2020-10-31,34,New Jersey,9
2020-10-31,35,New Mexico,5
2020-10-31,32,Nevada,52
2020-10-31,36,New York,14
2020-10-31,39,Ohio,1
2020-10-31,40,Oklahoma,8
2020-10-31,41,Oregon,0
2020-10-31,42,Pennsylvania,9
2020-10-31,72,Puerto Rico,9
2020-10-31,44,Rhode Island,4
2020-10-31,45,South Carolina,3
2020-10-31,46,South Dakota,0
2020-10-31,47,Tennessee,21
2020-10-31,48,Texas,110
2020-10-31,US,US,428
2020-10-31,49,Utah,2
2020-10-31,51,Virginia,25
2020-10-31,78,Virgin Islands,0
2020-10-31,50,Vermont,0
2020-10-31,53,Washington,0
2020-10-31,55,Wisconsin,1
2020-10-31,54,West Virginia,1
2020-10-31,56,Wyoming,1
2020-11-07,02,Alaska,0
2020-11-07,01,Alabama,13
2020-11-07,05,Arkansas,15
2020-11-07,04,Arizona,19
2020-11-07,06,California,31
2020-11-07,08,Colorado,5
2020-11-07,09,Connecticut,1
2020-11-07,11,District of Columbia,1
2020-11-07,10,Delaware,0
2020-11-07,12,Florida,35
2020-11-07,13,Georgia,15
2020-11-07,15,Hawaii,0
2020-11-07,19,Iowa,24
2020-11-07,16,Idaho,1
2020-11-07,17,Illinois,8
2020-11-07,18,Indiana,7
2020-11-07,20,Kansas,3
2020-11-07,21,Kentucky,14
2020-11-07,22,Louisiana,3
2020-11-07,25,Massachusetts,4
2020-11-07,24,Maryland,3
2020-11-07,23,Maine,0
2020-11-07,26,Michigan,11
2020-11-07,27,Minnesota,1
2020-11-07,29,Missouri,8
2020-11-07,28,Mississippi,11
2020-11-07,30,Montana,1
2020-11-07,37,North Carolina,4
2020-11-07,38,North Dakota,1
2020-11-07,31,Nebraska,2
2020-11-07,33,New Hampshire,0
2020-11-07,34,New Jersey,2
2020-11-07,35,New Mexico,10
2020-11-07,32,Nevada,2
2020-11-07,36,New York,10
2020-11-07,39,Ohio,3
2020-11-07,40,Oklahoma,12
2020-11-07,41,Oregon,1
2020-11-07,42,Pennsylvania,18
2020-11-07,72,Puerto Rico,7
2020-11-07,44,Rhode Island,1
2020-11-07,45,South Carolina,3
2020-11-07,46,South Dakota,1
2020-11-07,47,Tennessee,18
2020-11-07,48,Texas,120
2020-11-07,US,US,477
2020-11-07,49,Utah,0
2020-11-07,51,Virginia,17
2020-11-07,78,Virgin Islands,0
2020-11-07,50,Vermont,0
2020-11-07,53,Washington,0
2020-11-07,55,Wisconsin,9
2020-11-07,54,West Virginia,2
2020-11-07,56,Wyoming,0
2020-11-14,02,Alaska,0
2020-11-14,01,Alabama,23
2020-11-14,05,Arkansas,7
2020-11-14,04,Arizona,25
2020-11-14,06,California,44
2020-11-14,08,Colorado,3
2020-11-14,09,Connecticut,0
2020-11-14,11,District of Columbia,0
2020-11-14,10,Delaware,0
2020-11-14,12,Florida,38
2020-11-14,13,Georgia,25
2020-11-14,15,Hawaii,0
2020-11-14,19,Iowa,2
2020-11-14,16,Idaho,0
2020-11-14,17,Illinois,3
2020-11-14,18,Indiana,8
2020-11-14,20,Kansas,3
2020-11-14,21,Kentucky,10
2020-11-14,22,Louisiana,11
2020-11-14,25,Massachusetts,2
2020-11-14,24,Maryland,2
2020-11-14,23,Maine,0
2020-11-14,26,Michigan,14
2020-11-14,27,Minnesota,37
2020-11-14,29,Missouri,11
2020-11-14,28,Mississippi,15
2020-11-14,30,Montana,1
2020-11-14,37,North Carolina,8
2020-11-14,38,North Dakota,5
2020-11-14,31,Nebraska,1
2020-11-14,33,New Hampshire,1
2020-11-14,34,New Jersey,3
2020-11-14,35,New Mexico,5
2020-11-14,32,Nevada,1
2020-11-14,36,New York,12
2020-11-14,39,Ohio,7
2020-11-14,40,Oklahoma,16
2020-11-14,41,Oregon,0
2020-11-14,42,Pennsylvania,2
2020-11-14,72,Puerto Rico,14
2020-11-14,44,Rhode Island,0
2020-11-14,45,South Carolina,3
2020-11-14,46,South Dakota,2
2020-11-14,47,Tennessee,36
2020-11-14,48,Texas,145
2020-11-14,US,US,585
2020-11-14,49,Utah,1
2020-11-14,51,Virginia,25
2020-11-14,78,Virgin Islands,4
2020-11-14,50,Vermont,2
2020-11-14,53,Washington,3
2020-11-14,55,Wisconsin,4
2020-11-14,54,West Virginia,1
2020-11-14,56,Wyoming,0
2020-11-21,02,Alaska,0
2020-11-21,01,Alabama,8
2020-11-21,05,Arkansas,9
2020-11-21,04,Arizona,18
2020-11-21,06,California,41
2020-11-21,08,Colorado,5
2020-11-21,09,Connecticut,2
2020-11-21,11,District of Columbia,0
2020-11-21,10,Delaware,0
2020-11-21,12,Florida,41
2020-11-21,13,Georgia,22
2020-11-21,15,Hawaii,0
2020-11-21,19,Iowa,6
2020-11-21,16,Idaho,0
2020-11-21,17,Illinois,5
2020-11-21,18,Indiana,7
2020-11-21,20,Kansas,4
2020-11-21,21,Kentucky,9
2020-11-21,22,Louisiana,2
2020-11-21,25,Massachusetts,2
2020-11-21,24,Maryland,5
2020-11-21,23,Maine,0
2020-11-21,26,Michigan,11
2020-11-21,27,Minnesota,1
2020-11-21,29,Missouri,11
2020-11-21,28,Mississippi,7
2020-11-21,30,Montana,1
2020-11-21,37,North Carolina,16
2020-11-21,38,North Dakota,0
2020-11-21,31,Nebraska,1
2020-11-21,33,New Hampshire,1
2020-11-21,34,New Jersey,12
2020-11-21,35,New Mexico,1
2020-11-21,32,Nevada,5
2020-11-21,36,New York,19
2020-11-21,39,Ohio,0
2020-11-21,40,Oklahoma,14
2020-11-21,41,Oregon,0
2020-11-21,42,Pennsylvania,5
2020-11-21,72,Puerto Rico,20
2020-11-21,44,Rhode Island,0
2020-11-21,45,South Carolina,7
2020-11-21,46,South Dakota,1
2020-11-21,47,Tennessee,41
2020-11-21,48,Texas,152
2020-11-21,US,US,548
2020-11-21,49,Utah,0
2020-11-21,51,Virginia,25
2020-11-21,78,Virgin Islands,0
2020-11-21,50,Vermont,0
2020-11-21,53,Washington,2
2020-11-21,55,Wisconsin,1
2020-11-21,54,West Virginia,8
2020-11-21,56,Wyoming,0
2020-11-28,02,Alaska,0
2020-11-28,01,Alabama,14
2020-11-28,05,Arkansas,12
2020-11-28,04,Arizona,21
2020-11-28,06,California,81
2020-11-28,08,Colorado,3
2020-11-28,09,Connecticut,0
2020-11-28,11,District of Columbia,0
2020-11-28,10,Delaware,0
2020-11-28,12,Florida,40
2020-11-28,13,Georgia,5
2020-11-28,15,Hawaii,1
2020-11-28,19,Iowa,5
2020-11-28,16,Idaho,0
2020-11-28,17,Illinois,13
2020-11-28,18,Indiana,5
2020-11-28,20,Kansas,5
2020-11-28,21,Kentucky,18
2020-11-28,22,Louisiana,5
2020-11-28,25,Massachusetts,0
2020-11-28,24,Maryland,2
2020-11-28,23,Maine,0
2020-11-28,26,Michigan,5
2020-11-28,27,Minnesota,1
2020-11-28,29,Missouri,14
2020-11-28,28,Mississippi,11
2020-11-28,30,Montana,0
2020-11-28,37,North Carolina,13
2020-11-28,38,North Dakota,2
2020-11-28,31,Nebraska,0
2020-11-28,33,New Hampshire,0
2020-11-28,34,New Jersey,3
2020-11-28,35,New Mexico,0
2020-11-28,32,Nevada,11
2020-11-28,36,New York,22
2020-11-28,39,Ohio,4
2020-11-28,40,Oklahoma,11
2020-11-28,41,Oregon,2
2020-11-28,42,Pennsylvania,3
2020-11-28,72,Puerto Rico,22
2020-11-28,44,Rhode Island,0
2020-11-28,45,South Carolina,5
2020-11-28,46,South Dakota,0
2020-11-28,47,Tennessee,29
2020-11-28,48,Texas,161
2020-11-28,US,US,591
2020-11-28,49,Utah,0
2020-11-28,51,Virginia,32
2020-11-28,78,Virgin Islands,0
2020-11-28,50,Vermont,0
2020-11-28,53,Washington,3
2020-11-28,55,Wisconsin,3
2020-11-28,54,West Virginia,4
2020-11-28,56,Wyoming,0
2020-12-05,02,Alaska,2
2020-12-05,01,Alabama,12
2020-12-05,05,Arkansas,6
2020-12-05,04,Arizona,13
2020-12-05,06,California,39
2020-12-05,08,Colorado,2
2020-12-05,09,Connecticut,2
2020-12-05,11,District of Columbia,0
2020-12-05,10,Delaware,0
2020-12-05,12,Florida,35
2020-12-05,13,Georgia,9
2020-12-05,15,Hawaii,0
2020-12-05,19,Iowa,7
2020-12-05,16,Idaho,1
2020-12-05,17,Illinois,4
2020-12-05,18,Indiana,3
2020-12-05,20,Kansas,6
2020-12-05,21,Kentucky,17
2020-12-05,22,Louisiana,5
2020-12-05,25,Massachusetts,3
2020-12-05,24,Maryland,0
2020-12-05,23,Maine,0
2020-12-05,26,Michigan,9
2020-12-05,27,Minnesota,1
2020-12-05,29,Missouri,14
2020-12-05,28,Mississippi,10
2020-12-05,30,Montana,0
2020-12-05,37,North Carolina,9
2020-12-05,38,North Dakota,1
2020-12-05,31,Nebraska,1
2020-12-05,33,New Hampshire,0
2020-12-05,34,New Jersey,14
2020-12-05,35,New Mexico,0
2020-12-05,32,Nevada,7
2020-12-05,36,New York,25
2020-12-05,39,Ohio,8
2020-12-05,40,Oklahoma,21
2020-12-05,41,Oregon,0
2020-12-05,42,Pennsylvania,16
2020-12-05,72,Puerto Rico,10
2020-12-05,44,Rhode Island,0
2020-12-05,45,South Carolina,8
2020-12-05,46,South Dakota,2
2020-12-05,47,Tennessee,19
2020-12-05,48,Texas,196
2020-12-05,US,US,577
2020-12-05,49,Utah,2
2020-12-05,51,Virginia,28
2020-12-05,78,Virgin Islands,0
2020-12-05,50,Vermont,0
2020-12-05,53,Washington,2
2020-12-05,55,Wisconsin,0
2020-12-05,54,West Virginia,8
2020-12-05,56,Wyoming,0
2020-12-12,02,Alaska,5
2020-12-12,01,Alabama,4
2020-12-12,05,Arkansas,14
2020-12-12,04,Arizona,33
2020-12-12,06,California,58
2020-12-12,08,Colorado,5
2020-12-12,09,Connecticut,1
2020-12-12,11,District of Columbia,0
2020-12-12,10,Delaware,0
2020-12-12,12,Florida,33
2020-12-12,13,Georgia,15
2020-12-12,15,Hawaii,0
2020-12-12,19,Iowa,2
2020-12-12,16,Idaho,1
2020-12-12,17,Illinois,3
2020-12-12,18,Indiana,8
2020-12-12,20,Kansas,5
2020-12-12,21,Kentucky,16
2020-12-12,22,Louisiana,15
2020-12-12,25,Massachusetts,2
2020-12-12,24,Maryland,0
2020-12-12,23,Maine,0
2020-12-12,26,Michigan,7
2020-12-12,27,Minnesota,0
2020-12-12,29,Missouri,8
2020-12-12,28,Mississippi,12
2020-12-12,30,Montana,0
2020-12-12,37,North Carolina,7
2020-12-12,38,North Dakota,1
2020-12-12,31,Nebraska,4
2020-12-12,33,New Hampshire,0
2020-12-12,34,New Jersey,10
2020-12-12,35,New Mexico,2
2020-12-12,32,Nevada,4
2020-12-12,36,New York,28
2020-12-12,39,Ohio,5
2020-12-12,40,Oklahoma,10
2020-12-12,41,Oregon,0
2020-12-12,42,Pennsylvania,11
2020-12-12,72,Puerto Rico,18
2020-12-12,44,Rhode Island,0
2020-12-12,45,South Carolina,4
2020-12-12,46,South Dakota,1
2020-12-12,47,Tennessee,19
2020-12-12,48,Texas,198
2020-12-12,US,US,605
2020-12-12,49,Utah,2
2020-12-12,51,Virginia,28
2020-12-12,78,Virgin Islands,0
2020-12-12,50,Vermont,0
2020-12-12,53,Washington,3
2020-12-12,55,Wisconsin,1
2020-12-12,54,West Virginia,2
2020-12-12,56,Wyoming,0
2020-12-19,02,Alaska,7
2020-12-19,01,Alabama,33
2020-12-19,05,Arkansas,9
2020-12-19,04,Arizona,16
2020-12-19,06,California,54
2020-12-19,08,Colorado,6
2020-12-19,09,Connecticut,2
2020-12-19,11,District of Columbia,0
2020-12-19,10,Delaware,10
2020-12-19,12,Florida,58
2020-12-19,13,Georgia,21
2020-12-19,15,Hawaii,0
2020-12-19,19,Iowa,4
2020-12-19,16,Idaho,3
2020-12-19,17,Illinois,2
2020-12-19,18,Indiana,10
2020-12-19,20,Kansas,25
2020-12-19,21,Kentucky,41
2020-12-19,22,Louisiana,8
2020-12-19,25,Massachusetts,2
2020-12-19,24,Maryland,2
2020-12-19,23,Maine,0
2020-12-19,26,Michigan,10
2020-12-19,27,Minnesota,0
2020-12-19,29,Missouri,18
2020-12-19,28,Mississippi,11
2020-12-19,30,Montana,2
2020-12-19,37,North Carolina,9
2020-12-19,38,North Dakota,0
2020-12-19,31,Nebraska,2
2020-12-19,33,New Hampshire,0
2020-12-19,34,New Jersey,16
2020-12-19,35,New Mexico,8
2020-12-19,32,Nevada,11
2020-12-19,36,New York,41
2020-12-19,39,Ohio,5
2020-12-19,40,Oklahoma,21
2020-12-19,41,Oregon,0
2020-12-19,42,Pennsylvania,9
2020-12-19,72,Puerto Rico,20
2020-12-19,44,Rhode Island,0
2020-12-19,45,South Carolina,14
2020-12-19,46,South Dakota,2
2020-12-19,47,Tennessee,23
2020-12-19,48,Texas,226
2020-12-19,US,US,794
2020-12-19,49,Utah,0
2020-12-19,51,Virginia,24
2020-12-19,78,Virgin Islands,0
2020-12-19,50,Vermont,0
2020-12-19,53,Washington,1
2020-12-19,55,Wisconsin,2
2020-12-19,54,West Virginia,6
2020-12-19,56,Wyoming,0
2020-12-26,02,Alaska,0
2020-12-26,01,Alabama,32
2020-12-26,05,Arkansas,12
2020-12-26,04,Arizona,65
2020-12-26,06,California,62
2020-12-26,08,Colorado,11
2020-12-26,09,Connecticut,0
2020-12-26,11,District of Columbia,0
2020-12-26,10,Delaware,0
2020-12-26,12,Florida,80
2020-12-26,13,Georgia,21
2020-12-26,15,Hawaii,0
2020-12-26,19,Iowa,4
2020-12-26,16,Idaho,1
2020-12-26,17,Illinois,6
2020-12-26,18,Indiana,13
2020-12-26,20,Kansas,2
2020-12-26,21,Kentucky,23
2020-12-26,22,Louisiana,12
2020-12-26,25,Massachusetts,4
2020-12-26,24,Maryland,2
2020-12-26,23,Maine,1
2020-12-26,26,Michigan,9
2020-12-26,27,Minnesota,1
2020-12-26,29,Missouri,9
2020-12-26,28,Mississippi,17
2020-12-26,30,Montana,0
2020-12-26,37,North Carolina,16
2020-12-26,38,North Dakota,1
2020-12-26,31,Nebraska,0
2020-12-26,33,New Hampshire,2
2020-12-26,34,New Jersey,9
2020-12-26,35,New Mexico,2
2020-12-26,32,Nevada,3
2020-12-26,36,New York,35
2020-12-26,39,Ohio,18
2020-12-26,40,Oklahoma,17
2020-12-26,41,Oregon,2
2020-12-26,42,Pennsylvania,19
2020-12-26,72,Puerto Rico,8
2020-12-26,44,Rhode Island,0
2020-12-26,45,South Carolina,20
2020-12-26,46,South Dakota,1
2020-12-26,47,Tennessee,36
2020-12-26,48,Texas,217
2020-12-26,US,US,874
2020-12-26,49,Utah,0
2020-12-26,51,Virginia,64
2020-12-26,78,Virgin Islands,0
2020-12-26,50,Vermont,0
2020-12-26,53,Washington,3
2020-12-26,55,Wisconsin,2
2020-12-26,54,West Virginia,12
2020-12-26,56,Wyoming,0
2021-01-02,02,Alaska,0
2021-01-02,01,Alabama,25
2021-01-02,05,Arkansas,23
2021-01-02,04,Arizona,20
2021-01-02,06,California,56
2021-01-02,08,Colorado,5
2021-01-02,09,Connecticut,1
2021-01-02,11,District of Columbia,0
2021-01-02,10,Delaware,0
2021-01-02,12,Florida,42
2021-01-02,13,Georgia,17
2021-01-02,15,Hawaii,0
2021-01-02,19,Iowa,5
2021-01-02,16,Idaho,5
2021-01-02,17,Illinois,11
2021-01-02,18,Indiana,18
2021-01-02,20,Kansas,16
2021-01-02,21,Kentucky,9
2021-01-02,22,Louisiana,5
2021-01-02,25,Massachusetts,7
2021-01-02,24,Maryland,14
2021-01-02,23,Maine,0
2021-01-02,26,Michigan,8
2021-01-02,27,Minnesota,0
2021-01-02,29,Missouri,8
2021-01-02,28,Mississippi,3
2021-01-02,30,Montana,0
2021-01-02,37,North Carolina,18
2021-01-02,38,North Dakota,0
2021-01-02,31,Nebraska,0
2021-01-02,33,New Hampshire,7
2021-01-02,34,New Jersey,17
2021-01-02,35,New Mexico,1
2021-01-02,32,Nevada,15
2021-01-02,36,New York,20
2021-01-02,39,Ohio,20
2021-01-02,40,Oklahoma,22
2021-01-02,41,Oregon,0
2021-01-02,42,Pennsylvania,20
2021-01-02,72,Puerto Rico,5
2021-01-02,44,Rhode Island,0
2021-01-02,45,South Carolina,39
2021-01-02,46,South Dakota,0
2021-01-02,47,Tennessee,30
2021-01-02,48,Texas,180
2021-01-02,US,US,738
2021-01-02,49,Utah,1
2021-01-02,51,Virginia,36
2021-01-02,78,Virgin Islands,2
2021-01-02,50,Vermont,0
2021-01-02,53,Washington,0
2021-01-02,55,Wisconsin,0
2021-01-02,54,West Virginia,7
2021-01-02,56,Wyoming,0
2021-01-09,02,Alaska,0
2021-01-09,01,Alabama,40
2021-01-09,05,Arkansas,26
2021-01-09,04,Arizona,18
2021-01-09,06,California,83
2021-01-09,08,Colorado,0
2021-01-09,09,Connecticut,1
2021-01-09,11,District of Columbia,1
2021-01-09,10,Delaware,0
2021-01-09,12,Florida,52
2021-01-09,13,Georgia,23
2021-01-09,15,Hawaii,0
2021-01-09,19,Iowa,3
2021-01-09,16,Idaho,2
2021-01-09,17,Illinois,19
2021-01-09,18,Indiana,6
2021-01-09,20,Kansas,9
2021-01-09,21,Kentucky,7
2021-01-09,22,Louisiana,3
2021-01-09,25,Massachusetts,3
2021-01-09,24,Maryland,11
2021-01-09,23,Maine,0
2021-01-09,26,Michigan,3
2021-01-09,27,Minnesota,1
2021-01-09,29,Missouri,18
2021-01-09,28,Mississippi,37
2021-01-09,30,Montana,0
2021-01-09,37,North Carolina,11
2021-01-09,38,North Dakota,1
2021-01-09,31,Nebraska,2
2021-01-09,33,New Hampshire,0
2021-01-09,34,New Jersey,14
2021-01-09,35,New Mexico,3
2021-01-09,32,Nevada,6
2021-01-09,36,New York,10
2021-01-09,39,Ohio,11
2021-01-09,40,Oklahoma,18
2021-01-09,41,Oregon,0
2021-01-09,42,Pennsylvania,26
2021-01-09,72,Puerto Rico,12
2021-01-09,44,Rhode Island,0
2021-01-09,45,South Carolina,19
2021-01-09,46,South Dakota,1
2021-01-09,47,Tennessee,22
2021-01-09,48,Texas,80
2021-01-09,US,US,665
2021-01-09,49,Utah,0
2021-01-09,51,Virginia,40
2021-01-09,78,Virgin Islands,0
2021-01-09,50,Vermont,0
2021-01-09,53,Washington,2
2021-01-09,55,Wisconsin,0
2021-01-09,54,West Virginia,21
2021-01-09,56,Wyoming,0
2021-01-16,02,Alaska,0
2021-01-16,01,Alabama,40
2021-01-16,05,Arkansas,30
2021-01-16,04,Arizona,27
2021-01-16,06,California,46
2021-01-16,08,Colorado,4
2021-01-16,09,Connecticut,1
2021-01-16,11,District of Columbia,0
2021-01-16,10,Delaware,3
2021-01-16,12,Florida,53
2021-01-16,13,Georgia,32
2021-01-16,15,Hawaii,0
2021-01-16,19,Iowa,6
2021-01-16,16,Idaho,2
2021-01-16,17,Illinois,4
2021-01-16,18,Indiana,10
2021-01-16,20,Kansas,7
2021-01-16,21,Kentucky,7
2021-01-16,22,Louisiana,2
2021-01-16,25,Massachusetts,3
2021-01-16,24,Maryland,3
2021-01-16,23,Maine,0
2021-01-16,26,Michigan,8
2021-01-16,27,Minnesota,1
2021-01-16,29,Missouri,12
2021-01-16,28,Mississippi,32
2021-01-16,30,Montana,0
2021-01-16,37,North Carolina,13
2021-01-16,38,North Dakota,1
2021-01-16,31,Nebraska,2
2021-01-16,33,New Hampshire,0
2021-01-16,34,New Jersey,6
2021-01-16,35,New Mexico,16
2021-01-16,32,Nevada,12
2021-01-16,36,New York,23
2021-01-16,39,Ohio,5
2021-01-16,40,Oklahoma,7
2021-01-16,41,Oregon,0
2021-01-16,42,Pennsylvania,23
2021-01-16,72,Puerto Rico,10
2021-01-16,44,Rhode Island,0
2021-01-16,45,South Carolina,7
2021-01-16,46,South Dakota,0
2021-01-16,47,Tennessee,27
2021-01-16,48,Texas,102
2021-01-16,US,US,660
2021-01-16,49,Utah,1
2021-01-16,51,Virginia,59
2021-01-16,78,Virgin Islands,0
2021-01-16,50,Vermont,0
2021-01-16,53,Washington,0
2021-01-16,55,Wisconsin,1
2021-01-16,54,West Virginia,0
2021-01-16,56,Wyoming,12
2021-01-23,02,Alaska,0
2021-01-23,01,Alabama,38
2021-01-23,05,Arkansas,10
2021-01-23,04,Arizona,10
2021-01-23,06,California,44
2021-01-23,08,Colorado,6
2021-01-23,09,Connecticut,0
2021-01-23,11,District of Columbia,1
2021-01-23,10,Delaware,0
2021-01-23,12,Florida,65
2021-01-23,13,Georgia,26
2021-01-23,15,Hawaii,0
2021-01-23,19,Iowa,1
2021-01-23,16,Idaho,0
2021-01-23,17,Illinois,6
2021-01-23,18,Indiana,9
2021-01-23,20,Kansas,2
2021-01-23,21,Kentucky,9
2021-01-23,22,Louisiana,8
2021-01-23,25,Massachusetts,3
2021-01-23,24,Maryland,4
2021-01-23,23,Maine,0
2021-01-23,26,Michigan,5
2021-01-23,27,Minnesota,0
2021-01-23,29,Missouri,13
2021-01-23,28,Mississippi,17
2021-01-23,30,Montana,0
2021-01-23,37,North Carolina,3
2021-01-23,38,North Dakota,0
2021-01-23,31,Nebraska,1
2021-01-23,33,New Hampshire,1
2021-01-23,34,New Jersey,14
2021-01-23,35,New Mexico,2
2021-01-23,32,Nevada,2
2021-01-23,36,New York,19
2021-01-23,39,Ohio,13
2021-01-23,40,Oklahoma,3
2021-01-23,41,Oregon,0
2021-01-23,42,Pennsylvania,19
2021-01-23,72,Puerto Rico,8
2021-01-23,44,Rhode Island,0
2021-01-23,45,South Carolina,5
2021-01-23,46,South Dakota,5
2021-01-23,47,Tennessee,25
2021-01-23,48,Texas,99
2021-01-23,US,US,545
2021-01-23,49,Utah,0
2021-01-23,51,Virginia,49
2021-01-23,78,Virgin Islands,0
2021-01-23,50,Vermont,0
2021-01-23,53,Washington,0
2021-01-23,55,Wisconsin,0
2021-01-23,54,West Virginia,0
2021-01-23,56,Wyoming,0
2021-01-30,02,Alaska,0
2021-01-30,01,Alabama,45
2021-01-30,05,Arkansas,25
2021-01-30,04,Arizona,12
2021-01-30,06,California,20
2021-01-30,08,Colorado,5
2021-01-30,09,Connecticut,0
2021-01-30,11,District of Columbia,2
2021-01-30,10,Delaware,0
2021-01-30,12,Florida,44
2021-01-30,13,Georgia,29
2021-01-30,15,Hawaii,0
2021-01-30,19,Iowa,4
2021-01-30,16,Idaho,0
2021-01-30,17,Illinois,6
2021-01-30,18,Indiana,10
2021-01-30,20,Kansas,16
2021-01-30,21,Kentucky,21
2021-01-30,22,Louisiana,12
2021-01-30,25,Massachusetts,1
2021-01-30,24,Maryland,3
2021-01-30,23,Maine,0
2021-01-30,26,Michigan,4
2021-01-30,27,Minnesota,12
2021-01-30,29,Missouri,13
2021-01-30,28,Mississippi,10
2021-01-30,30,Montana,0
2021-01-30,37,North Carolina,11
2021-01-30,38,North Dakota,1
2021-01-30,31,Nebraska,1
2021-01-30,33,New Hampshire,1
2021-01-30,34,New Jersey,11
2021-01-30,35,New Mexico,2
2021-01-30,32,Nevada,3
2021-01-30,36,New York,26
2021-01-30,39,Ohio,7
2021-01-30,40,Oklahoma,12
2021-01-30,41,Oregon,0
2021-01-30,42,Pennsylvania,16
2021-01-30,72,Puerto Rico,16
2021-01-30,44,Rhode Island,0
2021-01-30,45,South Carolina,14
2021-01-30,46,South Dakota,0
2021-01-30,47,Tennessee,32
2021-01-30,48,Texas,109
2021-01-30,US,US,593
2021-01-30,49,Utah,0
2021-01-30,51,Virginia,28
2021-01-30,78,Virgin Islands,0
2021-01-30,50,Vermont,0
2021-01-30,53,Washington,0
2021-01-30,55,Wisconsin,4
2021-01-30,54,West Virginia,5
2021-01-30,56,Wyoming,0
